C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_11263.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_11283.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_11782.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_11875.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_12512.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_12893.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_12913.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_12997.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_13553.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_13567.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_13662.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_2327.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_4457.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_4607.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_6811.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_6869.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_735.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\affenpinscher\n02110627_7612.jpg,affenpinscher
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_10822.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_11172.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_11953.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_12364.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_12867.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_1829.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_1841.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_185.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_2131.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_227.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_26.jpg,afghan_hound
C:\Users\user\Documents\GitHub\find_breed\dog_breed_dataset\afghan_hound\n02088094_2822.jpg,afghan_hound
